day_of_week,time,route,bus_stop,predicted_bus_load,wait_time_min
Monday,19:00,Campus Connector,Mack Hall (NB),0.218,15.0
Monday,19:00,Campus Connector,Herrick Drive Transit Hub (NB),0.271,15.0
Monday,19:00,Campus Connector,11th & Worthington (EB),0.159,15.0
Monday,19:00,Campus Connector,Ohio Union (NB),0.201,15.0
Monday,19:00,Campus Connector,Arps Hall (NB),0.253,15.0
Monday,19:00,Campus Connector,Blackburn House (WB),0.147,15.0
Monday,19:00,Campus Connector,Mason Hall (WB),0.219,15.0
Monday,19:00,Campus Connector,St. John Arena (WB),0.142,15.0
Monday,19:00,Campus Connector,Midwest Campus (WB),0.271,15.0
Monday,19:00,Campus Loop South,Buckeye Lot (SB),0.303,30.0
Monday,19:00,Campus Loop South,Midwest Campus (EB),0.289,30.0
Monday,19:00,Campus Loop South,Mid Towers (SB),0.157,30.0
Monday,19:00,Campus Loop South,Herrick Drive Transit Hub (NB),0.218,30.0
Monday,19:00,Campus Loop South,11th & Worthington (EB),0.182,30.0
Monday,19:00,Campus Loop South,Ohio Union (NB),0.182,30.0
Monday,19:00,Campus Loop South,Arps Hall (NB),0.269,30.0
Monday,19:00,Campus Loop South,Blackburn House (WB),0.096,30.0
Monday,19:00,Campus Loop South,Mason Hall (WB),0.236,30.0
Monday,19:00,Campus Loop South,St. John Arena (WB),0.168,30.0
Monday,19:00,Campus Loop South,Midwest Campus (WB),0.252,30.0
Monday,19:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.175,30.0
Monday,19:00,Buckeye Express,Buckeye Lot (SB),0.144,15.0
Monday,19:00,Buckeye Express,Midwest Campus (EB),0.204,15.0
Monday,19:00,Buckeye Express,St. John Arena (EB),0.235,15.0
Monday,19:00,Buckeye Express,Knowlton Hall (EB),0.196,15.0
Monday,19:00,Buckeye Express,Fontana Lab (EB),0.225,15.0
Monday,19:00,Buckeye Express,High St & 15th Ave (SB),0.166,15.0
Monday,19:00,Buckeye Express,Ohio Union (NB),0.07,15.0
Monday,19:00,Buckeye Express,Arps Hall (NB),0.252,15.0
Monday,19:00,Buckeye Express,Blackburn House (WB),0.238,15.0
Monday,19:00,Buckeye Express,Mason Hall (WB),0.203,15.0
Monday,19:00,Buckeye Express,St. John Arena (WB),0.195,15.0
Monday,19:00,Buckeye Express,Midwest Campus (WB),0.25,15.0
Monday,19:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.157,15.0
Monday,19:00,East Residential,High St & 15th Ave (SB),0.1,15.0
Monday,19:00,East Residential,11th & High (EB),0.133,15.0
Monday,19:00,East Residential,Indianola Ave (EB),0.218,15.0
Monday,19:00,East Residential,Chittenden Ave (NB),0.065,15.0
Monday,19:00,East Residential,15th Ave (NB),0.221,15.0
Monday,19:00,East Residential,18th Ave (NB),0.113,15.0
Monday,19:00,East Residential,Alden Ave (NB),0.086,15.0
Monday,19:00,East Residential,Maynard Ave (NB),0.229,15.0
Monday,19:00,East Residential,Tompkins St (SB),0.148,15.0
Monday,19:00,East Residential,Maynard Ave (SB),0.076,15.0
Monday,19:00,East Residential,Alden Ave (SB),0.132,15.0
Monday,19:00,East Residential,Lane Ave (SB),0.209,15.0
Monday,19:00,East Residential,18th Ave (SB),0.224,15.0
Monday,19:00,East Residential,15th Ave (SB),0.126,15.0
Monday,19:00,East Residential,Chittenden Ave (SB),0.174,15.0
Monday,19:00,East Residential,Indianola Ave (WB),0.191,15.0
Monday,19:00,East Residential,11th & High (WB),0.108,15.0
Monday,19:00,East Residential,Ohio Union (NB),0.166,15.0
Monday,19:00,East Residential,Arps Hall (NB),0.14,15.0
Monday,19:00,Med Center,Carmack 2 (SB),0.125,5.0
Monday,19:00,Med Center,Carmack 3 (NB),0.133,5.0
Monday,19:00,Med Center,Carmack 5 (NB),0.169,5.0
Monday,19:00,Med Center,Carmack 5 (SB),0.165,5.0
Monday,19:00,Med Center,Herrick Drive Transit Hub (NB),0.124,5.0
Monday,19:00,Northwest Connector,Stores & Receiving (SB),0.098,30.0
Monday,19:00,Northwest Connector,Service Annex (WB),0.193,30.0
Monday,19:00,Northwest Connector,Mount Hall (EB),0.142,30.0
Monday,19:00,Northwest Connector,Blankenship Hall (EB),0.184,30.0
Monday,19:00,Northwest Connector,Midwest Campus (EB),0.204,30.0
Monday,19:00,Northwest Connector,Mid Towers (SB),0.167,30.0
Monday,19:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.267,30.0
Monday,19:00,Northwest Connector,Mid Towers (NB),0.08,30.0
Monday,19:00,Northwest Connector,Midwest Campus (WB),0.175,30.0
Monday,19:00,Northwest Connector,Fisher Commons (NB),0.104,30.0
Monday,20:00,Campus Connector,Mount Hall (WB),0.213,15.0
Monday,20:00,Campus Connector,Carmack 5 (NB),0.205,15.0
Monday,20:00,Campus Connector,Carmack 5 (SB),0.0,15.0
Monday,20:00,Campus Connector,Research Center (SB),0.047,15.0
Monday,20:00,Campus Connector,Kinnear Rd Lot (EB),0.146,15.0
Monday,20:00,Campus Connector,Blankenship Hall (EB),0.155,15.0
Monday,20:00,Campus Connector,Midwest Campus (EB),0.153,15.0
Monday,20:00,Campus Connector,St. John Arena (EB),0.105,15.0
Monday,20:00,Campus Connector,Fontana Lab (EB),0.137,15.0
Monday,20:00,Campus Connector,Stillman Hall (SB),0.149,15.0
Monday,20:00,Campus Connector,Ohio Union (SB),0.105,15.0
Monday,20:00,Campus Connector,Siebert Hall (WB),0.172,15.0
Monday,20:00,Campus Connector,Mack Hall (NB),0.0,15.0
Monday,20:00,Campus Connector,Herrick Drive Transit Hub (NB),0.147,15.0
Monday,20:00,Campus Connector,11th & Worthington (EB),0.046,15.0
Monday,20:00,Campus Connector,Ohio Union (NB),0.165,15.0
Monday,20:00,Campus Connector,Arps Hall (NB),0.093,15.0
Monday,20:00,Campus Connector,Blackburn House (WB),0.052,15.0
Monday,20:00,Campus Connector,Mason Hall (WB),0.127,15.0
Monday,20:00,Campus Connector,St. John Arena (WB),0.048,15.0
Monday,20:00,Campus Connector,Midwest Campus (WB),0.047,15.0
Monday,20:00,Campus Loop South,Buckeye Lot (SB),0.0,30.0
Monday,20:00,Campus Loop South,Midwest Campus (EB),0.082,30.0
Monday,20:00,Campus Loop South,Mid Towers (SB),0.115,30.0
Monday,20:00,Campus Loop South,Herrick Drive Transit Hub (NB),0.148,30.0
Monday,20:00,Campus Loop South,11th & Worthington (EB),0.079,30.0
Monday,20:00,Campus Loop South,Ohio Union (NB),0.151,30.0
Monday,20:00,Campus Loop South,Arps Hall (NB),0.089,30.0
Monday,20:00,Campus Loop South,Blackburn House (WB),0.082,30.0
Monday,20:00,Campus Loop South,Mason Hall (WB),0.121,30.0
Monday,20:00,Campus Loop South,St. John Arena (WB),0.149,30.0
Monday,20:00,Campus Loop South,Midwest Campus (WB),0.063,30.0
Monday,20:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.067,30.0
Monday,20:00,Buckeye Express,Buckeye Lot (SB),0.082,15.0
Monday,20:00,Buckeye Express,Midwest Campus (EB),0.099,15.0
Monday,20:00,Buckeye Express,St. John Arena (EB),0.042,15.0
Monday,20:00,Buckeye Express,Knowlton Hall (EB),0.159,15.0
Monday,20:00,Buckeye Express,Fontana Lab (EB),0.074,15.0
Monday,20:00,Buckeye Express,High St & 15th Ave (SB),0.127,15.0
Monday,20:00,Buckeye Express,Ohio Union (NB),0.049,15.0
Monday,20:00,Buckeye Express,Arps Hall (NB),0.12,15.0
Monday,20:00,Buckeye Express,Blackburn House (WB),0.122,15.0
Monday,20:00,Buckeye Express,Mason Hall (WB),0.072,15.0
Monday,20:00,Buckeye Express,St. John Arena (WB),0.217,15.0
Monday,20:00,Buckeye Express,Midwest Campus (WB),0.116,15.0
Monday,20:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.199,15.0
Monday,20:00,East Residential,High St & 15th Ave (SB),0.129,15.0
Monday,20:00,East Residential,11th & High (EB),0.032,15.0
Monday,20:00,East Residential,Indianola Ave (EB),0.05,15.0
Monday,20:00,East Residential,Chittenden Ave (NB),0.1,15.0
Monday,20:00,East Residential,15th Ave (NB),0.079,15.0
Monday,20:00,East Residential,18th Ave (NB),0.079,15.0
Monday,20:00,East Residential,Alden Ave (NB),0.059,15.0
Monday,20:00,East Residential,Maynard Ave (NB),0.0,15.0
Monday,20:00,East Residential,Tompkins St (SB),0.063,15.0
Monday,20:00,East Residential,Maynard Ave (SB),0.0,15.0
Monday,20:00,East Residential,Alden Ave (SB),0.099,15.0
Monday,20:00,East Residential,Lane Ave (SB),0.033,15.0
Monday,20:00,East Residential,18th Ave (SB),0.033,15.0
Monday,20:00,East Residential,15th Ave (SB),0.063,15.0
Monday,20:00,East Residential,Chittenden Ave (SB),0.091,15.0
Monday,20:00,East Residential,Indianola Ave (WB),0.0,15.0
Monday,20:00,East Residential,11th & High (WB),0.0,15.0
Monday,20:00,East Residential,Ohio Union (NB),0.008,15.0
Monday,20:00,East Residential,Arps Hall (NB),0.0,15.0
Monday,20:00,Med Center,Carmack 2 (SB),0.021,10.0
Monday,20:00,Med Center,Carmack 3 (NB),0.177,10.0
Monday,20:00,Med Center,Carmack 5 (NB),0.019,10.0
Monday,20:00,Med Center,Carmack 5 (SB),0.121,10.0
Monday,20:00,Med Center,Herrick Drive Transit Hub (NB),0.0,10.0
Monday,20:00,Northwest Connector,Stores & Receiving (SB),0.08,30.0
Monday,20:00,Northwest Connector,Service Annex (WB),0.044,30.0
Monday,20:00,Northwest Connector,Mount Hall (EB),0.061,30.0
Monday,20:00,Northwest Connector,Blankenship Hall (EB),0.1,30.0
Monday,20:00,Northwest Connector,Midwest Campus (EB),0.171,30.0
Monday,20:00,Northwest Connector,Mid Towers (SB),0.078,30.0
Monday,20:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.073,30.0
Monday,20:00,Northwest Connector,Mid Towers (NB),0.006,30.0
Monday,20:00,Northwest Connector,Midwest Campus (WB),0.098,30.0
Monday,20:00,Northwest Connector,Fisher Commons (NB),0.047,30.0
Monday,21:00,Campus Connector,Mount Hall (WB),0.151,15.0
Monday,21:00,Campus Connector,Carmack 5 (NB),0.1,15.0
Monday,21:00,Campus Connector,Carmack 5 (SB),0.209,15.0
Monday,21:00,Campus Connector,Research Center (SB),0.0,15.0
Monday,21:00,Campus Connector,Kinnear Rd Lot (EB),0.089,15.0
Monday,21:00,Campus Connector,Blankenship Hall (EB),0.16,15.0
Monday,21:00,Campus Connector,Midwest Campus (EB),0.087,15.0
Monday,21:00,Campus Connector,St. John Arena (EB),0.062,15.0
Monday,21:00,Campus Connector,Fontana Lab (EB),0.094,15.0
Monday,21:00,Campus Connector,Stillman Hall (SB),0.027,15.0
Monday,21:00,Campus Connector,Ohio Union (SB),0.117,15.0
Monday,21:00,Campus Connector,Siebert Hall (WB),0.256,15.0
Monday,21:00,Campus Connector,Mack Hall (NB),0.178,15.0
Monday,21:00,Campus Connector,Herrick Drive Transit Hub (NB),0.043,15.0
Monday,21:00,Campus Connector,11th & Worthington (EB),0.056,15.0
Monday,21:00,Campus Connector,Ohio Union (NB),0.083,15.0
Monday,21:00,Campus Connector,Arps Hall (NB),0.167,15.0
Monday,21:00,Campus Connector,Blackburn House (WB),0.056,15.0
Monday,21:00,Campus Connector,Mason Hall (WB),0.063,15.0
Monday,21:00,Campus Connector,St. John Arena (WB),0.156,15.0
Monday,21:00,Campus Connector,Midwest Campus (WB),0.153,15.0
Monday,21:00,Campus Loop South,Buckeye Lot (SB),0.059,30.0
Monday,21:00,Campus Loop South,Midwest Campus (EB),0.017,30.0
Monday,21:00,Campus Loop South,Mid Towers (SB),0.0,30.0
Monday,21:00,Campus Loop South,Herrick Drive Transit Hub (NB),0.045,30.0
Monday,21:00,Campus Loop South,11th & Worthington (EB),0.0,30.0
Monday,21:00,Campus Loop South,Ohio Union (NB),0.133,30.0
Monday,21:00,Campus Loop South,Arps Hall (NB),0.05,30.0
Monday,21:00,Campus Loop South,Blackburn House (WB),0.116,30.0
Monday,21:00,Campus Loop South,Mason Hall (WB),0.199,30.0
Monday,21:00,Campus Loop South,St. John Arena (WB),0.156,30.0
Monday,21:00,Campus Loop South,Midwest Campus (WB),0.015,30.0
Monday,21:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.134,30.0
Monday,21:00,Buckeye Express,Buckeye Lot (SB),0.161,15.0
Monday,21:00,Buckeye Express,Midwest Campus (EB),0.049,15.0
Monday,21:00,Buckeye Express,St. John Arena (EB),0.038,15.0
Monday,21:00,Buckeye Express,Knowlton Hall (EB),0.09,15.0
Monday,21:00,Buckeye Express,Fontana Lab (EB),0.002,15.0
Monday,21:00,Buckeye Express,High St & 15th Ave (SB),0.187,15.0
Monday,21:00,Buckeye Express,Ohio Union (NB),0.0,15.0
Monday,21:00,Buckeye Express,Arps Hall (NB),0.032,15.0
Monday,21:00,Buckeye Express,Blackburn House (WB),0.082,15.0
Monday,21:00,Buckeye Express,Mason Hall (WB),0.083,15.0
Monday,21:00,Buckeye Express,St. John Arena (WB),0.106,15.0
Monday,21:00,Buckeye Express,Midwest Campus (WB),0.11,15.0
Monday,21:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.079,15.0
Monday,21:00,East Residential,High St & 15th Ave (SB),0.139,15.0
Monday,21:00,East Residential,11th & High (EB),0.0,15.0
Monday,21:00,East Residential,Indianola Ave (EB),0.073,15.0
Monday,21:00,East Residential,Chittenden Ave (NB),0.031,15.0
Monday,21:00,East Residential,15th Ave (NB),0.083,15.0
Monday,21:00,East Residential,18th Ave (NB),0.089,15.0
Monday,21:00,East Residential,Alden Ave (NB),0.022,15.0
Monday,21:00,East Residential,Maynard Ave (NB),0.038,15.0
Monday,21:00,East Residential,Tompkins St (SB),0.124,15.0
Monday,21:00,East Residential,Maynard Ave (SB),0.098,15.0
Monday,21:00,East Residential,Alden Ave (SB),0.036,15.0
Monday,21:00,East Residential,Lane Ave (SB),0.199,15.0
Monday,21:00,East Residential,18th Ave (SB),0.215,15.0
Monday,21:00,East Residential,15th Ave (SB),0.0,15.0
Monday,21:00,East Residential,Chittenden Ave (SB),0.093,15.0
Monday,21:00,East Residential,Indianola Ave (WB),0.225,15.0
Monday,21:00,East Residential,11th & High (WB),0.12,15.0
Monday,21:00,East Residential,Ohio Union (NB),0.085,15.0
Monday,21:00,East Residential,Arps Hall (NB),0.059,15.0
Monday,21:00,Med Center,Carmack 2 (SB),0.046,10.0
Monday,21:00,Med Center,Carmack 3 (NB),0.069,10.0
Monday,21:00,Med Center,Carmack 5 (NB),0.049,10.0
Monday,21:00,Med Center,Carmack 5 (SB),0.126,10.0
Monday,21:00,Med Center,Herrick Drive Transit Hub (NB),0.055,10.0
Monday,21:00,Northwest Connector,Stores & Receiving (SB),0.035,30.0
Monday,21:00,Northwest Connector,Service Annex (WB),0.0,30.0
Monday,21:00,Northwest Connector,Mount Hall (EB),0.062,30.0
Monday,21:00,Northwest Connector,Blankenship Hall (EB),0.012,30.0
Monday,21:00,Northwest Connector,Midwest Campus (EB),0.055,30.0
Monday,21:00,Northwest Connector,Mid Towers (SB),0.128,30.0
Monday,21:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.087,30.0
Monday,21:00,Northwest Connector,Mid Towers (NB),0.095,30.0
Monday,21:00,Northwest Connector,Midwest Campus (WB),0.085,30.0
Monday,21:00,Northwest Connector,Fisher Commons (NB),0.065,30.0
Monday,22:00,Med Center,Carmack 2 (SB),0.071,5.0
Monday,22:00,Med Center,Carmack 3 (NB),0.063,5.0
Monday,22:00,Med Center,Carmack 5 (NB),0.128,5.0
Monday,22:00,Med Center,Carmack 5 (SB),0.016,5.0
Monday,22:00,Med Center,Herrick Drive Transit Hub (NB),0.159,5.0
Tuesday,08:00,Campus Connector,Mount Hall (WB),0.813,10.0
Tuesday,08:00,Campus Connector,Carmack 5 (NB),0.778,10.0
Tuesday,08:00,Campus Connector,Carmack 5 (SB),0.804,10.0
Tuesday,08:00,Campus Connector,Research Center (SB),0.803,10.0
Tuesday,08:00,Campus Connector,Kinnear Rd Lot (EB),0.862,10.0
Tuesday,08:00,Campus Connector,Blankenship Hall (EB),0.817,10.0
Tuesday,08:00,Campus Connector,Midwest Campus (EB),0.936,10.0
Tuesday,08:00,Campus Connector,St. John Arena (EB),0.826,10.0
Tuesday,08:00,Campus Connector,Fontana Lab (EB),0.74,10.0
Tuesday,08:00,Campus Connector,Stillman Hall (SB),0.835,10.0
Tuesday,08:00,Campus Connector,Ohio Union (SB),0.759,10.0
Tuesday,08:00,Campus Connector,Siebert Hall (WB),0.877,10.0
Tuesday,08:00,Campus Connector,Mack Hall (NB),0.94,10.0
Tuesday,08:00,Campus Connector,Herrick Drive Transit Hub (NB),0.912,10.0
Tuesday,08:00,Campus Connector,11th & Worthington (EB),0.787,10.0
Tuesday,08:00,Campus Connector,Ohio Union (NB),0.815,10.0
Tuesday,08:00,Campus Connector,Arps Hall (NB),0.959,10.0
Tuesday,08:00,Campus Connector,Blackburn House (WB),0.862,10.0
Tuesday,08:00,Campus Connector,Mason Hall (WB),0.833,10.0
Tuesday,08:00,Campus Connector,St. John Arena (WB),0.886,10.0
Tuesday,08:00,Campus Connector,Midwest Campus (WB),0.959,10.0
Tuesday,08:00,Campus Loop South,Buckeye Lot (SB),0.733,15.0
Tuesday,08:00,Campus Loop South,Midwest Campus (EB),0.678,15.0
Tuesday,08:00,Campus Loop South,Mid Towers (SB),0.704,15.0
Tuesday,08:00,Campus Loop South,Herrick Drive Transit Hub (NB),0.73,15.0
Tuesday,08:00,Campus Loop South,11th & Worthington (EB),0.663,15.0
Tuesday,08:00,Campus Loop South,Ohio Union (NB),0.64,15.0
Tuesday,08:00,Campus Loop South,Arps Hall (NB),0.707,15.0
Tuesday,08:00,Campus Loop South,Blackburn House (WB),0.643,15.0
Tuesday,08:00,Campus Loop South,Mason Hall (WB),0.689,15.0
Tuesday,08:00,Campus Loop South,St. John Arena (WB),0.688,15.0
Tuesday,08:00,Campus Loop South,Midwest Campus (WB),0.81,15.0
Tuesday,08:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.604,15.0
Tuesday,08:00,Buckeye Express,Buckeye Lot (SB),0.729,7.0
Tuesday,08:00,Buckeye Express,Midwest Campus (EB),0.741,7.0
Tuesday,08:00,Buckeye Express,St. John Arena (EB),0.791,7.0
Tuesday,08:00,Buckeye Express,Knowlton Hall (EB),0.839,7.0
Tuesday,08:00,Buckeye Express,Fontana Lab (EB),0.755,7.0
Tuesday,08:00,Buckeye Express,High St & 15th Ave (SB),0.741,7.0
Tuesday,08:00,Buckeye Express,Ohio Union (NB),0.694,7.0
Tuesday,08:00,Buckeye Express,Arps Hall (NB),0.735,7.0
Tuesday,08:00,Buckeye Express,Blackburn House (WB),0.817,7.0
Tuesday,08:00,Buckeye Express,Mason Hall (WB),0.779,7.0
Tuesday,08:00,Buckeye Express,St. John Arena (WB),0.704,7.0
Tuesday,08:00,Buckeye Express,Midwest Campus (WB),0.729,7.0
Tuesday,08:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.738,7.0
Tuesday,08:00,East Residential,High St & 15th Ave (SB),0.599,15.0
Tuesday,08:00,East Residential,11th & High (EB),0.542,15.0
Tuesday,08:00,East Residential,Indianola Ave (EB),0.57,15.0
Tuesday,08:00,East Residential,Chittenden Ave (NB),0.484,15.0
Tuesday,08:00,East Residential,15th Ave (NB),0.531,15.0
Tuesday,08:00,East Residential,18th Ave (NB),0.702,15.0
Tuesday,08:00,East Residential,Alden Ave (NB),0.479,15.0
Tuesday,08:00,East Residential,Maynard Ave (NB),0.593,15.0
Tuesday,08:00,East Residential,Tompkins St (SB),0.628,15.0
Tuesday,08:00,East Residential,Maynard Ave (SB),0.594,15.0
Tuesday,08:00,East Residential,Alden Ave (SB),0.567,15.0
Tuesday,08:00,East Residential,Lane Ave (SB),0.61,15.0
Tuesday,08:00,East Residential,18th Ave (SB),0.61,15.0
Tuesday,08:00,East Residential,15th Ave (SB),0.6,15.0
Tuesday,08:00,East Residential,Chittenden Ave (SB),0.487,15.0
Tuesday,08:00,East Residential,Indianola Ave (WB),0.584,15.0
Tuesday,08:00,East Residential,11th & High (WB),0.534,15.0
Tuesday,08:00,East Residential,Ohio Union (NB),0.544,15.0
Tuesday,08:00,East Residential,Arps Hall (NB),0.582,15.0
Tuesday,08:00,Med Center,Carmack 2 (SB),0.668,10.0
Tuesday,08:00,Med Center,Carmack 3 (NB),0.706,10.0
Tuesday,08:00,Med Center,Carmack 5 (NB),0.63,10.0
Tuesday,08:00,Med Center,Carmack 5 (SB),0.707,10.0
Tuesday,08:00,Med Center,Herrick Drive Transit Hub (NB),0.7,10.0
Tuesday,08:00,Northwest Connector,Stores & Receiving (SB),0.562,30.0
Tuesday,08:00,Northwest Connector,Service Annex (WB),0.589,30.0
Tuesday,08:00,Northwest Connector,Mount Hall (EB),0.508,30.0
Tuesday,08:00,Northwest Connector,Blankenship Hall (EB),0.513,30.0
Tuesday,08:00,Northwest Connector,Midwest Campus (EB),0.577,30.0
Tuesday,08:00,Northwest Connector,Mid Towers (SB),0.446,30.0
Tuesday,08:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.536,30.0
Tuesday,08:00,Northwest Connector,Mid Towers (NB),0.484,30.0
Tuesday,08:00,Northwest Connector,Midwest Campus (WB),0.484,30.0
Tuesday,08:00,Northwest Connector,Fisher Commons (NB),0.389,30.0
Tuesday,09:00,Campus Connector,Mount Hall (WB),0.454,10.0
Tuesday,09:00,Campus Connector,Carmack 5 (NB),0.513,10.0
Tuesday,09:00,Campus Connector,Carmack 5 (SB),0.574,10.0
Tuesday,09:00,Campus Connector,Research Center (SB),0.586,10.0
Tuesday,09:00,Campus Connector,Kinnear Rd Lot (EB),0.528,10.0
Tuesday,09:00,Campus Connector,Blankenship Hall (EB),0.526,10.0
Tuesday,09:00,Campus Connector,Midwest Campus (EB),0.492,10.0
Tuesday,09:00,Campus Connector,St. John Arena (EB),0.57,10.0
Tuesday,09:00,Campus Connector,Fontana Lab (EB),0.533,10.0
Tuesday,09:00,Campus Connector,Stillman Hall (SB),0.586,10.0
Tuesday,09:00,Campus Connector,Ohio Union (SB),0.655,10.0
Tuesday,09:00,Campus Connector,Siebert Hall (WB),0.548,10.0
Tuesday,09:00,Campus Connector,Mack Hall (NB),0.458,10.0
Tuesday,09:00,Campus Connector,Herrick Drive Transit Hub (NB),0.494,10.0
Tuesday,09:00,Campus Connector,11th & Worthington (EB),0.455,10.0
Tuesday,09:00,Campus Connector,Ohio Union (NB),0.466,10.0
Tuesday,09:00,Campus Connector,Arps Hall (NB),0.611,10.0
Tuesday,09:00,Campus Connector,Blackburn House (WB),0.541,10.0
Tuesday,09:00,Campus Connector,Mason Hall (WB),0.43,10.0
Tuesday,09:00,Campus Connector,St. John Arena (WB),0.553,10.0
Tuesday,09:00,Campus Connector,Midwest Campus (WB),0.583,10.0
Tuesday,09:00,Campus Loop South,Buckeye Lot (SB),0.388,15.0
Tuesday,09:00,Campus Loop South,Midwest Campus (EB),0.378,15.0
Tuesday,09:00,Campus Loop South,Mid Towers (SB),0.406,15.0
Tuesday,09:00,Campus Loop South,Herrick Drive Transit Hub (NB),0.45,15.0
Tuesday,09:00,Campus Loop South,11th & Worthington (EB),0.476,15.0
Tuesday,09:00,Campus Loop South,Ohio Union (NB),0.511,15.0
Tuesday,09:00,Campus Loop South,Arps Hall (NB),0.512,15.0
Tuesday,09:00,Campus Loop South,Blackburn House (WB),0.509,15.0
Tuesday,09:00,Campus Loop South,Mason Hall (WB),0.515,15.0
Tuesday,09:00,Campus Loop South,St. John Arena (WB),0.466,15.0
Tuesday,09:00,Campus Loop South,Midwest Campus (WB),0.327,15.0
Tuesday,09:00,Campus Loop South,Fred Taylor & Schottenstein Dr (NB),0.402,15.0
Tuesday,09:00,Buckeye Express,Buckeye Lot (SB),0.479,7.0
Tuesday,09:00,Buckeye Express,Midwest Campus (EB),0.447,7.0
Tuesday,09:00,Buckeye Express,St. John Arena (EB),0.533,7.0
Tuesday,09:00,Buckeye Express,Knowlton Hall (EB),0.464,7.0
Tuesday,09:00,Buckeye Express,Fontana Lab (EB),0.435,7.0
Tuesday,09:00,Buckeye Express,High St & 15th Ave (SB),0.581,7.0
Tuesday,09:00,Buckeye Express,Ohio Union (NB),0.535,7.0
Tuesday,09:00,Buckeye Express,Arps Hall (NB),0.507,7.0
Tuesday,09:00,Buckeye Express,Blackburn House (WB),0.546,7.0
Tuesday,09:00,Buckeye Express,Mason Hall (WB),0.549,7.0
Tuesday,09:00,Buckeye Express,St. John Arena (WB),0.499,7.0
Tuesday,09:00,Buckeye Express,Midwest Campus (WB),0.322,7.0
Tuesday,09:00,Buckeye Express,Fred Taylor & Schottenstein Dr (NB),0.419,7.0
Tuesday,09:00,East Residential,High St & 15th Ave (SB),0.328,15.0
Tuesday,09:00,East Residential,11th & High (EB),0.302,15.0
Tuesday,09:00,East Residential,Indianola Ave (EB),0.378,15.0
Tuesday,09:00,East Residential,Chittenden Ave (NB),0.442,15.0
Tuesday,09:00,East Residential,15th Ave (NB),0.346,15.0
Tuesday,09:00,East Residential,18th Ave (NB),0.31,15.0
Tuesday,09:00,East Residential,Alden Ave (NB),0.503,15.0
Tuesday,09:00,East Residential,Maynard Ave (NB),0.356,15.0
Tuesday,09:00,East Residential,Tompkins St (SB),0.311,15.0
Tuesday,09:00,East Residential,Maynard Ave (SB),0.399,15.0
Tuesday,09:00,East Residential,Alden Ave (SB),0.41,15.0
Tuesday,09:00,East Residential,Lane Ave (SB),0.341,15.0
Tuesday,09:00,East Residential,18th Ave (SB),0.429,15.0
Tuesday,09:00,East Residential,15th Ave (SB),0.349,15.0
Tuesday,09:00,East Residential,Chittenden Ave (SB),0.319,15.0
Tuesday,09:00,East Residential,Indianola Ave (WB),0.381,15.0
Tuesday,09:00,East Residential,11th & High (WB),0.412,15.0
Tuesday,09:00,East Residential,Ohio Union (NB),0.323,15.0
Tuesday,09:00,East Residential,Arps Hall (NB),0.375,15.0
Tuesday,09:00,Med Center,Carmack 2 (SB),0.388,10.0
Tuesday,09:00,Med Center,Carmack 3 (NB),0.577,10.0
Tuesday,09:00,Med Center,Carmack 5 (NB),0.37,10.0
Tuesday,09:00,Med Center,Carmack 5 (SB),0.491,10.0
Tuesday,09:00,Med Center,Herrick Drive Transit Hub (NB),0.391,10.0
Tuesday,09:00,Northwest Connector,Stores & Receiving (SB),0.301,30.0
Tuesday,09:00,Northwest Connector,Service Annex (WB),0.36,30.0
Tuesday,09:00,Northwest Connector,Mount Hall (EB),0.376,30.0
Tuesday,09:00,Northwest Connector,Blankenship Hall (EB),0.403,30.0
Tuesday,09:00,Northwest Connector,Midwest Campus (EB),0.349,30.0
Tuesday,09:00,Northwest Connector,Mid Towers (SB),0.294,30.0
Tuesday,09:00,Northwest Connector,Herrick Drive Transit Hub (NB),0.295,30.0
Tuesday,09:00,Northwest Connector,Mid Towers (NB),0.353,30.0
Tuesday,09:00,Northwest Connector,Midwest Campus (WB),0.351,30.0
Tuesday,09:00,Northwest Connector,Fisher Commons (NB),0.392,30.0
Tuesday,10:00,Campus Connector,Mount Hall (WB),0.127,10.0
Tuesday,10:00,Campus Connector,Carmack 5 (NB),0.166,10.0
Tuesday,10:00,Campus Connector,Carmack 5 (SB),0.195,10.0
Tuesday,10:00,Campus Connector,Research Center (SB),0.115,10.0
Tuesday,10:00,Campus Connector,Kinnear Rd Lot (EB),0.017,10.0
Tuesday,10:00,Campus Connector,Blankenship Hall (EB),0.037,10.0
Tuesday,10:00,Campus Connector,Midwest Campus (EB),0.022,10.0
Tuesday,10:00,Campus Connector,St. John Arena (EB),0.205,10.0
